MSOACode,2019-03,2019-06,2019-09,2019-12,2020-03,2020-06,2020-09,2020-12,2021-03,2021-06,2021-09,2021-12,2022-03
E02005525,"283,377","279,761","274,084","266,666","261,072","255,819","264,620","287,026","307,052","319,030","322,473","327,246","317,335"
E02005526,"260,108","255,975","266,336","262,262","281,577","291,966","294,261","298,954","284,271","286,243","292,607","294,926","306,511"
E02005527,"325,308","333,646","343,957","323,772","324,045","311,863","314,377","336,216","360,044","377,572","378,398","379,560","375,983"
E02005528,"240,847","242,158","242,249","240,273","241,273","237,531","245,424","255,679","267,003","286,243","283,797","283,769","286,104"
E02005529,"231,807","234,372","239,485","248,695","242,850","244,488","243,459","257,469","271,860","270,170","272,865","265,812","266,097"
E02005530,"234,578","236,254","242,439","240,208","243,157","244,089","238,134","245,496","267,196","269,479","274,299","276,613","263,832"
E02005531,"227,434","231,267","241,943","236,115","245,082","244,908","242,908","245,345","245,841","253,939","266,136","281,209","289,665"
E02005532,"239,078","242,814","242,254","251,916","250,334","250,861","247,258","246,714","250,044","246,902","247,063","254,447","255,952"
E02005533,"316,039","311,063","314,593","310,418","301,839","305,030","302,076","317,182","336,771","343,428","351,385","372,008","376,832"
E02005534,"233,859","245,034","247,152","249,866","259,807","258,282","263,871","268,034","273,669","274,317","276,425","287,107","294,724"
E02005535,"290,760","296,865","289,754","287,731","283,321","282,155","291,810","314,275","327,982","323,521","321,307","309,285","309,460"
E02005536,"314,187","324,045","331,102","344,510","338,314","338,344","332,444","336,656","346,830","353,740","360,944","351,799","358,093"
E02005537,"267,366","272,826","272,037","272,676","276,582","277,877","292,021","301,037","296,641","303,034","298,671","310,983","318,627"
E02004843,"409,000","403,118","406,155","396,449","394,202","396,724","378,497","397,193","430,810","443,362","457,460","463,321","451,274"
E02004844,"339,748","352,699","338,305","342,319","338,834","327,527","334,809","343,832","362,515","370,289","373,098","373,109","362,503"
E02004845,"331,774","332,936","327,700","327,672","346,239","357,477","379,767","458,019","436,666","427,351","408,347","355,452","342,445"
E02004846,"572,864","572,311","557,779","557,444","562,129","561,536","629,072","631,348","681,590","672,516","652,544","633,870","610,761"
E02004847,"329,023","335,892","332,103","339,269","333,910","327,466","329,724","318,390","350,438","367,556","374,102","379,624","378,814"
E02004848,"386,472","391,972","396,988","426,214","430,364","440,390","436,232","440,314","430,242","431,553","434,306","430,935","435,654"
E02004849,"665,727","659,988","626,610","602,017","605,538","589,042","591,644","597,856","614,289","639,745","663,852","689,108","721,099"
E02004850,"350,048","353,071","349,961","351,037","338,995","340,588","342,585","354,964","359,760","373,891","378,432","373,855","379,035"
E02004851,"340,216","339,507","337,286","339,232","349,352","361,623","368,173","383,930","386,460","382,747","377,751","374,151","377,334"
E02004852,"333,287","335,607","337,116","340,830","351,365","349,816","347,706","350,375","363,762","366,249","368,800","370,050","359,807"
E02004853,"430,421","412,830","397,209","386,865","384,537","380,458","383,677","380,431","404,126","405,755","405,740","425,941","435,222"
E02004854,"332,101","331,707","334,103","329,009","334,831","330,796","330,394","343,582","356,684","369,345","365,646","360,499","351,630"
E02004855,"338,596","355,189","358,089","392,255","390,561","386,922","373,115","334,145","324,460","315,786","312,703","310,232","303,183"
E02003719,"335,493","342,231","359,177","348,347","354,595","342,026","332,329","344,066","337,845","348,031","342,852","345,610","340,684"
E02003720,"435,627","422,404","430,298","414,978","420,669","436,986","427,458","412,637","436,613","445,627","457,465","474,628","455,659"
E02003721,"399,941","414,274","411,580","409,121","379,958","384,073","405,258","420,671","451,862","460,588","450,765","455,873","455,575"
E02003722,"572,658","551,800","594,065","549,093","521,085","562,274","540,171","551,093","642,702","604,255","606,076","648,494","617,848"
E02003723,"652,898","578,253","548,815","571,621","540,215","513,056","547,276","527,927","596,162","629,423","641,227","675,031","621,352"
E02003724,"372,131","383,168","378,085","378,888","379,690","362,753","375,644","373,374","390,422","390,667","399,820","403,624","411,797"
E02003725,"746,736","778,436","833,071","821,807","832,198","840,235","815,646","812,036","792,347","771,557","803,836","800,728","796,991"
E02003726,"544,894","537,795","518,430","543,323","528,109","541,483","548,744","595,562","624,739","692,854","676,846","628,916","611,885"
E02003727,"421,371","420,154","411,267","410,534","407,542","417,790","438,086","436,035","449,860","452,207","458,274","485,589","491,214"
E02003728,"413,118","413,645","384,907","391,139","396,188","404,910","410,233","413,937","440,907","438,136","441,844","433,130","418,379"
E02003729,"369,617","383,871","402,080","419,699","405,263","395,862","383,662","382,966","405,069","412,602","411,819","420,144","424,078"
E02003730,"699,326","688,242","622,953","577,809","572,442","514,528","607,562","599,835","607,354","604,886","628,496","659,270","696,964"
E02003731,"752,509","702,412","718,844","757,879","806,716","828,002","815,658","771,532","736,905","776,824","792,000","822,550","880,996"
E02004473,"317,600","316,071","313,626","305,847","294,354","298,115","298,828","313,858","329,500","341,169","340,921","345,227","356,122"
E02004474,"362,223","359,674","362,916","366,887","365,587","368,368","379,975","397,443","406,989","410,117","413,323","406,856","414,556"
E02004475,"359,256","367,857","363,989","359,084","361,712","367,139","370,968","381,144","383,743","390,404","390,563","390,728","402,322"
E02004476,"366,470","381,534","402,238","403,704","409,049","418,376","404,819","420,023","460,454","468,101","472,607","466,549","465,873"
E02004477,"403,997","390,796","415,402","428,647","439,045","437,459","425,673","439,991","437,703","462,767","461,212","458,145","477,656"
E02004478,"327,549","317,235","303,818","312,393","316,882","318,062","315,788","323,470","330,389","337,216","337,813","334,909","333,676"
E02004479,"350,937","354,152","351,392","344,409","342,004","344,994","355,009","366,604","376,046","383,517","388,195","384,197","386,663"
E02004480,"265,615","266,755","278,802","271,756","274,244","268,885","265,059","282,791","284,350","296,309","302,326","305,165","312,672"
E02004481,"261,245","256,925","260,509","264,319","264,838","270,350","266,083","273,607","278,678","276,371","283,998","284,616","292,329"
E02004482,"243,056","240,939","245,354","245,969","256,964","254,351","253,590","256,364","256,025","262,918","263,473","266,286","276,631"
E02004483,"285,530","300,467","296,741","294,214","293,352","287,931","288,112","295,736","307,536","321,684","325,641","330,878","340,401"
E02004484,"281,556","278,567","272,593","268,473","271,445","274,796","281,800","291,627","295,185","291,744","289,581","292,294","302,926"
E02003599,"278,379","279,768","286,181","272,262","276,055","273,826","269,654","294,358","291,393","300,227","300,454","298,662","301,081"
E02003600,"287,948","276,484","275,753","260,649","273,052","280,022","287,138","292,965","296,090","302,461","315,272","319,787","321,156"
E02003601,"358,637","369,768","378,931","399,319","392,375","385,817","380,102","376,848","388,250","398,745","399,486","387,937","387,505"
E02003602,"433,724","434,445","439,756","433,339","430,669","439,104","442,314","461,597","471,978","489,876","493,912","496,712","512,667"
E02003603,"297,254","302,888","302,271","310,691","308,032","311,678","320,948","312,632","319,701","314,085","305,037","303,407","295,738"
E02003604,"330,081","330,812","326,487","316,466","310,423","305,997","306,257","313,940","329,836","336,175","342,992","342,198","338,061"
E02003605,"364,031","383,016","394,308","391,361","391,853","405,119","424,693","403,216","426,857","412,972","391,357","418,960","390,838"
E02003606,"409,062","380,111","372,542","375,924","374,299","385,402","374,893","379,291","398,233","407,416","419,421","435,200","438,241"
E02003607,"363,344","377,746","381,930","378,879","380,802","372,372","397,497","391,643","391,058","406,891","392,274","384,159","383,567"
E02003608,"361,638","363,277","375,145","372,431","353,318","337,881","340,456","340,993","353,822","365,437","364,686","374,973","375,838"
E02003609,"332,254","343,620","343,280","349,230","350,328","345,265","354,032","347,514","359,927","364,891","368,512","375,211","372,676"
E02003610,"407,945","412,137","412,163","408,870","409,742","405,543","395,803","389,022","404,386","403,312","418,502","424,557","430,148"
E02003611,"385,919","389,118","383,370","373,451","369,957","365,650","390,196","399,806","432,545","434,540","422,887","430,348","406,852"
E02003612,"380,864","386,750","376,236","396,905","404,785","407,597","407,844","389,769","395,936","406,025","411,358","410,083","412,266"
E02003613,"333,134","324,001","325,949","328,465","333,296","331,896","346,279","348,335","363,783","365,994","356,640","356,996","339,188"
E02003614,"336,033","344,423","343,482","335,728","323,655","324,443","330,909","342,993","369,751","353,878","359,324","350,318","342,724"
E02003615,"438,385","442,932","434,213","428,524","428,203","414,189","442,803","442,696","451,228","474,005","463,996","481,618","491,124"
E02003636,"329,243","331,834","351,560","363,449","348,397","362,449","359,728","394,825","398,993","402,611","394,879","378,444","383,986"
E02003637,"379,681","377,459","368,344","382,039","373,221","371,018","381,375","371,337","384,623","397,142","396,269","403,155","419,551"
E02003638,"380,045","379,885","385,280","383,209","378,991","372,930","378,282","394,740","393,142","406,907","397,307","387,022","399,078"
E02003639,"262,192","253,940","256,249","271,595","284,000","288,214","285,666","287,353","276,485","270,764","270,275","264,481","262,681"
E02003640,"295,332","293,533","300,593","300,166","295,340","290,791","312,332","333,277","347,578","353,211","344,067","341,919","340,407"
E02003641,"330,181","326,197","350,075","358,532","351,546","364,777","353,482","350,096","367,721","368,549","364,812","364,564","363,479"
E02003643,"286,606","288,797","287,747","288,048","292,185","291,440","297,832","300,519","301,507","306,028","302,326","298,135","293,959"
E02003642,"282,979","289,833","273,314","252,683","243,713","218,740","228,375","237,709","237,393","242,473","246,995","249,144","262,035"
E02003644,"256,131","253,654","255,157","258,107","277,092","286,841","299,551","322,431","325,851","315,828","316,685","301,408","294,120"
E02003645,"281,227","277,509","275,031","282,198","280,580","280,169","275,750","279,817","281,489","290,328","291,725","296,893","306,253"
E02003646,"292,082","277,894","275,640","273,668","270,603","266,124","270,781","272,388","295,703","301,128","293,420","305,882","293,314"
E02003647,"259,419","258,560","249,132","251,592","251,190","247,225","245,535","242,865","256,187","263,669","273,205","274,593","270,565"
E02003648,"264,509","248,082","234,530","237,347","257,380","263,500","260,071","261,712","261,500","272,197","280,046","293,603","296,740"
E02003649,"282,675","302,590","301,201","300,776","304,933","304,150","291,776","286,619","306,250","312,631","316,599","324,390","324,846"
E02003650,"470,783","451,989","486,073","473,680","492,045","514,474","531,456","520,127","516,313","525,889","507,575","511,906","504,398"
E02003651,"389,766","396,447","398,188","403,484","418,922","419,746","429,876","433,446","412,738","411,175","419,273","422,523","421,080"
